0, Asghar Afghan,"2,078",
1743,Norman Vanua,178,
1744,Dogodo Bau,170,
1745,Sese Bau,342,
1746,Hiri Hiri,26,
1747,Chad Soper,172,
1748,John Reva,62,
1749,Alei Nao,85,
1750,Nosaina Pokana,9,
1751,Kiplin Doriga,139,
1752,Damien Ravu,6,
1753,Jason Kila,34,
1754,Simon Atai,–,
1755,Michael Allingham,11,
1756, Asim Butt,23,
1757,John Blain,284,
1758,James Brinkley,52,
1759,Alec Davies,83,
1760,Nick Dyer,3,
1761,Gavin Hamilton,"1,231",
1762,Bruce Patterson,10,
1763,Ian Philip,20,
1764,George Salmond,57,
1765,Mike Smith,19,
1766,Ian Stanger,50,
1767,Greig Williamson,11,
1768,Paul Hoffmann,85,
1769,Dougie Lockhart,218,
1770,Ross Lyons,90,
1771,Neil McCallum,"1,002",
1772,Neil MacRae,10,
1773,Dewald Nel,31,
1774,Colin Smith,432,
1775,Ryan Watson,956,
1776,Dougie Brown,220,
1777,Omer Hussain,63,
1778,Navdeep Poonia,237,
1779,Craig Wright,240,
1780,Fraser Watts,974,
1781,Glenn Rogers,81,
1782,Majid Haq,566,
1783,Gordon Drummond,240,
1784,Richie Berrington,"1,630",
1785,Gordon Goudie,80,
1786,Qasim Sheikh,63,
1787,Kyle Coetzer,"2,082",
1788,Calum MacLeod,1954,
1789,Moneeb Iqbal,192,
1790,Jan Stander,44,
1791,Stuart Chalmers,9,
1792,Alasdair Evans,95,
1793,Marc Petrie,3,
1794,Josh Davey,471,
1795,Gregor Maiden,84,
1796,Preston Mommsen,"1,115",
1797,Matthew Parker,59,
1798,Ollie Hairs,68,
1799,Ryan Flannigan,0,
1800,Safyaan Sharif,224,
1801,Craig Wallace,366,
1802,Matt Machan,734,
1803,David Murphy,58,
1804,Iain Wardlaw,21,
1805,Robert Taylor,154,
1806,Neil Carter,0,
1807,Freddie Coleman,211,
1808,Hamish Gardiner,262,
1809,Matthew Cross,952,
1810,Michael Leask,443,
1811,Bradley Wheal,16,
1812,Con de Lange,123,
1813,Ruaidhri Smith,10,
1814,Chris Sole,16,
1815,Mark Watt,138,
1816,George Munsey,470,
1817,Stuart Whittingham,6,
1818,Michael Jones,194,
1819,Tom Sole,37,
1820,Scott Cameron,9,
1821,Dylan Budge,11,
1822,Jimmy Cook,4,
1823,Allan Donald,40,
1824,Andrew Hudson,88,
1825,Peter Kirsten,40,
1826,Adrian Kuiper,23,
1827,Brian McMillan,52,
1828,Clive Rice,2,
1829,Dave Richardson,77,
1830,Tim Shaw,6,
1831,Richard Snell,28,
1832,Kepler Wessels,54,
1833,Clive Eksteen,2,
1834,Craig Matthews,22,
1835,Mandy Yachad,1,
1836,Hansie Cronje,175,
1837,Meyrick Pringle,8,
1838,Jonty Rhodes,220,
1839,Tertius Bosch,-,
1840,Omar Henry,3,
1841,Mark Rushmere,4,
1842,Corrie van Zyl,2,
1843,Dave Callaghan,25,
1844,Fanie de Villiers,36,
1845,Brett Schultz,-,
1846,Daryll Cullinan,133,
1847,Errol Stewart,6,
1848,Pat Symcox,54,
1849,Gary Kirsten,185,
1850,Dave Rundle,2,
1851,Eric Simons,18,
1852,Derek Crookes,23,
1853,Michael Rindel,22,
1854,Steven Jack,2,
1855,Nicky Boje,69,
1856,Gerhardus Liebenberg,4,
1857,Rudi Steyn,1,
1858,Paul Adams,9,
1859,Jacques Kallis,309,
1860,Shaun Pollock,196,
1861,Lance Klusener,137,
1862,Steve Palframan,4,
1863,Herschelle Gibbs,240,
1864,Rudi Bryson,4,
1865,Adam Bacher,13,
1866,Louis Koen,5,
1867,Mark Boucher,167,
1868,Makhaya Ntini,46,
1869,Steve Elworthy,16,
1870,Roger Telemachus,15,
1871,Nantie Hayward,5,
1872,Dale Benkenstein,20,
1873,Alan Dawson,7,
1874,Henry Williams,2,
1875,Andrew Hall,56,
1876,Victor Mpitsang,1,
1877,Boeta Dippenaar,89,
1878,Pieter Strydom,8,
1879,David Terbrugge,2,
1880,Neil McKenzie,55,
1881,Charl Willoughby,2,
1882,Nic Pothas,1,
1883,Shafiek Abrahams,1,
1884,Justin Kemp,60,
1885,Justin Ontong,15,
1886,André Nel,22,
1887,Claude Henderson,-,
1888,Charl Langeveldt,21,
1889,Graeme Smith,193,
1890,Jon Kent,-,
1891,Robin Peterson,41,
1892,Martin van Jaarsveld,7,
1893,Ashwell Prince,38,
1894,Monde Zondeki,2,
1895,Jacques Rudolph,37,
1896,Morné van Wyk,17,
1897,Albie Morkel,41,
1898,JP Duminy,175,
1899,AB de Villiers,213,
1900,Andrew Puttick,1,
1901,Johan Botha,6,
1902,Garnett Kruger,2,
1903,Dale Steyn,49,
1904,Johan van der Wath,7,
1905,Loots Bosman,11,
1906,Alviro Petersen,19,
1907,Vernon Philander,19,
1908,Thandi Tshabalala,1,
1909,Gulam Bodi,2,
1910,Morné Morkel,45,
1911,Hashim Amla,171,
1912,Paul Harris,0,
1913,Johann Louw,1,
1914,Vaughn van Jaarsveld,2,
1915,Wayne Parnell,38,
1916,Lonwabo Tsotsobe,21,
1917,Roelof van der Merwe,7,
1918,Ryan McLaren,41,
1919,David Miller,106,
1920,Colin Ingram,29,
1921,Rusty Theron,1,
1922,Faf du Plessis,128,
1923,Imran Tahir,32,
1924,Marchant de Lange,0,
1925,Dean Elgar,7,
1926,Quinton de Kock,106,
1927,Rory Kleinveldt,7,
1928,Farhaan Behardien,49,
1929,Aaron Phangiso,13,
1930,Kyle Abbott,13,
1931,Chris Morris,23,
1932,Henry Davids,2,
1933,Rilee Rossouw,35,
1934,Mthokozisi Shezi,0,
1935,Kagiso Rabada,24,
1936,David Wiese,6,
1937,Tabraiz Shamsi,3,
1938,Temba Bavuma,2,
1939,Andile Phehlukwayo,25,
1940,Dwaine Pretorius,8,
1941,Keshav Maharaj,2,
1942,Dane Paterson,0,
1943,Aiden Markram,18,
1944,Willem Mulder,8,
1945,Khaya Zondo,5,
1946,Heinrich Klaasen,13,
1947,Lungi Ngidi,7,
1948,Reeza Hendricks,18,
1949,Junior Dala,2,
1950,Christiaan Jonker,2,
1951,Duanne Olivier,-,
1952,Rassie van der Dussen,8,
1953,Beuran Hendricks,1,
1954,Anrich Nortje,1,
1955,Somachandra de Silva,29,
1956,Ranjit Fernando,3,
1957,David Heyn,2,
1958,Lalith Kaluperuma,3,
1959,Duleep Mendis,74,
1960,Tony Opatha,3,
1961,Mevan Pieris,3,
1962,Anura Ranasinghe,8,
1963,Anura Tennekoon,4,
1964,Michael Tissera,3,
1965,Bandula Warnapura,12,
1966,Sunil Wettimuny,3,
1967,Ajit de Silva,4,
1968,Stanley de Silva,1,
1969,Roy Dias,55,
1970,Sunil Jayasinghe,1,
1971,Sudath Pasqual,2,
1972,Ranjan Gunatilleke,–,
1973,Ranjan Madugalle,56,
1974,Ashantha de Mel,41,
1975,Rohan Jayasekera,1,
1976,Sidath Wettimuny,33,
1977,Mahes Goonatilleke,4,
1978,Arjuna Ranatunga,255,
1979,Ravi Ratnayeke,69,
1980,Roger Wijesuriya,3,
1981,Vinothen John,19,
1982,Rumesh Ratnayake,55,
1983,Guy de Alwis,27,
1984,Susil Fernando,5,
1985,Yohan Goonasekera,3,
1986,Mithra Wettimuny,1,
1987,Sridharan Jeganathan,4,
1988,Granville de Silva,2,
1989,Brendon Kuruppu,52,
1990,Athula Samarasekera,39,
1991,Aravinda de Silva,296,
1992,Uvais Karnain,17,
1993,Amal Silva,20,
1994,Marlon Vonhagt,1,
1995,Saliya Ahangama,–,
1996,Asanka Gurusinha,143,
1997,Don Anurasiri,18,
1998,Ashley de Silva,2,
1999,Roshan Mahanama,198,
2000,Gamini Perera,–,
2001,Keerthi Ranasinghe,3,
2002,Kaushik Amalean,3,
2003,Champaka Ramanayake,35,
2004,Graeme Labrooy,36,
2005,Hashan Tillakaratne,168,
2006,Asoka de Silva,20,
2007,Sanath Kaluperuma,2,
2008,Ranjith Madurasinghe,6,
2009,Kapila Wijegunawardene,12,
2010,Nilantha Ratnayake,–,
2011,Lalithamana Fernando,1,
2012,Sanath Jayasuriya,429,
2013,Marvan Atapattu,259,
2014,Dammika Ranatunga,4,
2015,Romesh Kaluwitharana,181,
2016,Jayananda Warnaweera,3,
2017,Charith Senanayake,7,
2018,Pramodya Wickramasinghe,64,
2019,Chandika Hathurusingha,33,
2020,Ruwan Kalpage,69,
2021,Dulip Liyanage,11,
2022,Gamini Wickremasinghe,1,
2023,Nishantha Ranatunga,1,
2024,Muttiah Muralitharan,161,
2025,Pubudu Dassanayake,10,
2026,Hemantha Wickramaratne,2,
2027,Dulip Samaraweera,4,
2028,Nisal Fernando,2,
2029,Chaminda Vaas,219,
2030,Aruna Gunawardene,1,
2031,Ravindra Pushpakumara,9,
2032,Upul Chandana,111,
2033,Manjula Munasinghe,4,
2034,Ajith Weerakkody,1,
2035,Sanjeeva Ranatunga,11,
2036,Kumar Dharmasena,87,
2037,Jayantha Silva,1,
2038,Janak Gamage,2,
2039,Chaminda Mendis,1,
2040,Chamara Dunusinghe,1,
2041,Eric Upashantha,8,
2042,Sajeewa de Silva,19,
2043,Nuwan Zoysa,47,
2044,Lanka de Silva,6,
2045,Russel Arnold,155,
2046,Mahela Jayawardene,413,
2047,Avishka Gunawardene,61,
2048,Naveed Nawaz,3,
2049,Suresh Perera,13,
2050,Niroshan Bandaratilleke,1,
2051,Thilan Samaraweera,42,
2052,Ruchira Perera,7,
2053,Hemantha Boteju,2,
2054,Indika de Saram,13,
2055,Chamara Silva,62,
2056,Tillakaratne Dilshan,303,
2057,Indika Gallage,2,
2058,Kaushalya Weeraratne,9,
2059,Kumar Sangakkara,373,
2060,Dilhara Fernando,61,
2061,Akalanka Ganegama,2,
2062,Charitha Buddhika,10,
2063,Prabath Nissanka,13,
2064,Hasantha Fernando,5,
2065,Chamila Gamage,2,
2066,Pulasthi Gunaratne,8,
2067,Jehan Mubarak,37,
2068,Prasanna Jayawardene,5,
2069,Kaushal Lokuarachchi,18,
2070,Dharshana Gamage,2,
2071,Dinusha Fernando,–,
2072,Nuwan Kulasekara,123,
2073,Saman Jayantha,17,
2074,Rangana Herath,30,
2075,Farveez Maharoof,75,
2076,Thilina Kandamby,36,
2077,Lasith Malinga,113,
2078,Dilhara Lokuhettige,8,
2079,Upul Tharanga,222,
2080,Pradeep Jayaprakashdaran,–,
2081,Malinga Bandara,17,
2082,Michael Vandort,1,
2083,Chamara Kapugedera,84,
2084,Dhammika Prasad,12,
2085,Ishara Amerasinghe,4,
2086,Malinda Warnapura,3,
2087,Dilruwan Perera,12,
2088,Ajantha Mendis,42,
2089,Mahela Udawatte,9,
2090,Thilan Thushara,27,
2091,Angelo Mathews,174,
2092,Chanaka Welegedara,3,
2093,Suraj Randiv,18,
2094,Suranga Lakmal,45,
2095,Thisara Perera,121,
2096,Muthumudalige Pushpakumara,1,
2097,Lahiru Thirimanne,98,
2098,Dinesh Chandimal,132,
2099,Jeevan Mendis,41,
2100,Dimuth Karunaratne,14,
2101,Shaminda Eranga,11,
2102,Seekkuge Prasanna,37,
2103,Kosala Kulasekara,3,
2104,Sachithra Senanayake,33,
2105,Sajeewa Weerakoon,–,
2106,Isuru Udana,4,
2107,Nuwan Pradeep,15,
2108,Akila Dananjaya,26,
2109,Kusal Perera,83,
2110,Angelo Perera,3,
2111,Ashan Priyanjan,20,
2112,Kithuruwan Vithanage,6,
2113,Chathuranga de Silva,7,
2114,Lahiru Gamage,5,
2115,Niroshan Dickwella,49,
2116,Dushmantha Chameera,14,
2117,Tharindu Kaushal,1,
2118,Milinda Siriwardana,23,
2119,Sachith Pathirana,14,
2120,Danushka Gunathilaka,35,
2121,Shehan Jayasuriya,7,
2122,Jeffrey Vandersay,7,
2123,Dhananjaya de Silva,31,
2124,Kusal Mendis,61,
2125,Dasun Shanaka,16,
2126,Chaminda Bandara,1,
2127,Amila Aponso,7,
2128,Lakshan Sandakan,11,
2129,Avishka Fernando,6,
2130,Asela Gunaratne,25,
2131,Sandun Weerakkody,3,
2132,Lahiru Kumara,5,
2133,Lahiru Madushanka,4,
2134,Wanidu Hasaranga,7,
2135,Asitha Fernando,–,
2136,Vishwa Fernando,8,
2137,Dilshan Munaweera,2,
2138,Malinda Pushpakumara,2,
2139,Sadeera Samarawickrama,6,
2140,Shehan Madushanka,1,
2141,Prabath Jayasuriya,2,
2142,Kasun Rajitha,2,
2143,Oshada Fernando,5,
2144,Kamindu Mendis,2,
2145,Priyamal Perera,2,
2146, Arshad Laeeq,101,
2147, Azhar Saeed,61,
2148, Imtiaz Abbasi,12,
2149, Mazhar Hussain,179,
2150,Vijay Mehra,92,
2151, Mohammad Ishaq,98,
2152,Riaz Poonawala,44,
2153, Saleem Raza,159,
2154,Johanne Samarasekera,124,
2155, Sohail Butt,8,
2156, Sultan Zarawani,26,
2157,Shaukat Dukanwala,84,
2158, Mohammad Aslam,38,
2159,Ganesh Mylvaganam,36,
2160, Shehzad Altaf,–,
2161, Saeed-Al-Saffar,–,
2162, Abdul Rehman,1,
2163, Ali Asad,21,
2164, Arshad Ali,54,
2165, Asghar Ali,14,
2166, Asim Saeed,12,
2167, Fahad Usman,9,
2168, Khurram Khan,582,
2169, Mohammad Tauqir,95,
2170, Naeemuddin Aslam,12,
2171, Rizwan Latif,0,
2172, Syed Maqsood,18,
2173, Ramveer Rai,39,
2174, Sameer Zia,2,
2175, Amjad Ali,520,
2176, Amjad Javed,239,
2177,Indika Batuwitarachchi,14,
2178, Fahad Alhashmi,0,
2179, Saqib Ali,84,
2180,Vikrant Shetty,16,
2181,Shadeep Silva,7,
2182, Zahid Shah,11,
2183, Alawi Shukri,1,
2184, Aman Ali,0,
2185,Nizel Fernandes,5,
2186, Ahmed Raza,232,
2187,Manjula Guruge,16,
2188, Kamran Shazad,22,
2189,Swapnil Patil,263,
2190, Rohan Mustafa,662,
2191, Salman Faris,43,
2192, Shaiman Anwar,"1,219",
2193, Fayyaz Ahmed,47,
2194, Irfan Sajid,2,
2195, Krishna Chandran,134,
2196, Mohammad Naveed,397,
2197, Mohammad Shahzad,190,
2198,Andri Berenger,205,
2199, Salman Farooq,–,
2200, Nasir Aziz,82,
2201, Saqlain Haider,58,
2202, Abdul Shakoor,54,
2203, Asif Iqbal,8,
2204, Yodhin Punja,1,
2205, Laxman Sreekumar,61,
2206, Umair Ali,20,
2207, Zaheer Maqsood,13,
2208, Qadeer Ahmed,9,
2209, Usman Mushtaq,3,
2210, Muhammad Usman,618,
2211, Rameez Shahzad,691,
2212, Adnan Mufti,330,
2213, Ghulam Shabber,500,
2214, Imran Haider,58,
2215, Mohammed Qasim,94,
2216, Zahoor Khan,48,
2217, Ashfaq Ahmed,344,
2218, Mohammad Boota,191,
2219, Amir Hayat,31,
2220, Chirag Suri,196,
2221, Fahad Nawaz,2,
2222,Chundangapoyil Rizwan,153,
2223, Sultan Ahmed,18,
2224,Aijaz Ali,5,
2225,Rohan Alexander,34,
2226,Jignesh Desai,16,
2227,Howard Johnson,9,
2228,Mark Johnson,20,
2229,Clayton Lambert,39,
2230,Steve Massiah,23,
2231,Rashid Zia,9,
2232,Tony Reid,8,
2233,Leon Romero,1,
2234,Richard Staple,4,
2235,Donovan Blake,0,
2236,Nasir Javed,2,
2237,Aaron Jones,2,
2238,Ali Khan,3,
2239,Karima Gore,6,
2240, Jasdeep Singh,0,
2241,Jaskaran Malhotra,0,
2242,Xavier Marshall,11,
2243,Saurabh Netravalkar,11,
2244,Monank Patel,39,
2245,Timil Patel,50,
2246,Steven Taylor,0,
2247,Hayden Walsh Jr.,27,
2248,Keith Boyce,4,
2249,Maurice Foster,1,
2250,Roy Fredericks,12,
2251,Lance Gibbs,1,
2252,Vanburn Holder,6,
2253,Bernard Julien,8,
2254,Alvin Kallicharran,28,
2255,Rohan Kanhai,5,
2256,Clive Lloyd,69,
2257,Deryck Murray,17,
2258,Garfield Sobers,1,
2259,Ron Headley,1,
2260,David Murray,7,
2261,Viv Richards,167,
2262,Andy Roberts,32,
2263,Gordon Greenidge,127,
2264,Lawrence Rowe,8,
2265,Michael Holding,42,
2266,Collis King,14,
2267,Colin Croft,6,
2268,Joel Garner,41,
2269,Richard Austin,1,
2270,Faoud Bacchus,26,
2271,Wayne Daniel,5,
2272,Desmond Haynes,237,
2273,Irvine Shillingford,2,
2274,Sylvester Clarke,8,
2275,Larry Gomes,64,
2276,Alvin Greenidge,1,
2277,Derick Parry,5,
2278,Norbert Phillip,1,
2279,Sew Shivnarine,1,
2280,Malcolm Marshall,83,
2281,Milton Pydanna,1,
2282,Everton Mattis,2,
2283,Jeff Dujon,120,
2284,Gus Logie,133,
2285,Winston Davis,5,
2286,Eldine Baptiste,16,
2287,Roger Harper,73,
2288,Richie Richardson,217,
2289,Richard Gabriel,11,
2290,Milton Small,0,
2291,Thelston Payne,4,
2292,Courtney Walsh,79,
2293,Tony Gray,11,
2294,Patrick Patterson,20,
2295,Carlisle Best,23,
2296,Winston Benjamin,52,
2297,Carl Hooper,206,
2298,Phil Simmons,138,
2299,David Williams,23,
2300,Curtly Ambrose,96,
2301,Ian Bishop,44,
2302,Keith Arthurton,93,
2303,Robert Haynes,6,
2304,Ezra Moseley,6,
2305,Clayton Lambert,11,
2306,Brian Lara,285,
2307,Anderson Cummins,41,
2308,Philo Wallace,33,
2309,Kenneth Benjamin,13,
2310,Junior Murray,36,
2311,Jimmy Adams,105,
2312,Roland Holder,31,
2313,Shivnarine Chanderpaul,251,
2314,Cameron Cuffy,22,
2315,Stuart Williams,55,
2316,Barrington Browne,3,
2317,Sherwin Campbell,87,
2318,Rajindra Dhanraj,2,
2319,Vasbert Drakes,17,
2320,Ottis Gibson,11,
2321,Hamish Anthony,3,
2322,Courtney Browne,32,
2323,Ridley Jacobs,112,
2324,Laurie Williams,13,
2325,Nixon McLean,34,
2326,Robert Samuels,5,
2327,Adrian Griffith,8,
2328,Patterson Thompson,1,
2329,Franklyn Rose,23,
2330,Dinanath Ramnarine,3,
2331,Floyd Reifer,8,
2332,Rawl Lewis,21,
2333,Mervyn Dillon,51,
2334,Neil McGarrell,10,
2335,Carl Tuckett,0,
2336,Reon King,23,
2337,Keith Semple,6,
2338,Daren Ganga,34,
2339,Henderson Bryan,8,
2340,Nehemiah Perry,16,
2341,Ricardo Powell,100,
2342,Wavell Hinds,111,
2343,Corey Collymore,35,
2344,Chris Gayle,280,
2345,Pedro Collins,12,
2346,Sylvester Joseph,11,
2347,Mahendra Nagamootoo,18,
2348,Ramnaresh Sarwan,169,
2349,Kerry Jeremy,4,
2350,Marlon Samuels,196,
2351,Marlon Black,2,
2352,Colin Stuart,1,
2353,Leon Garrick,3,
2354,Jermaine Lawson,5,
2355,Darryl Brown,2,
2356,Ryan Hinds,9,
2357,Runako Morton,51,
2358,Daren Powell,25,
2359,Omari Banks,5,
2360,Carlton Baugh,35,
2361,Devon Smith,45,
2362,Ryan Hurley,4,
2363,David Bernard,2,
2364,Jerome Taylor,42,
2365,Ravi Rampaul,40,
2366,Fidel Edwards,22,
2367,Dwayne Smith,89,
2368,Dwayne Bravo,141,
2369,Ian Bradshaw,34,
2370,Tino Best,16,
2371,Darren Sammy,105,
2372,Xavier Marshall,24,
2373,Narsingh Deonarine,29,
2374,Denesh Ramdin,110,
2375,Deighton Butler,4,
2376,Ryan Ramdass,1,
2377,Sewnarine Chattergoon,17,
2378,Dave Mohammed,1,
2379,Lendl Simmons,65,
2380,Rayad Emrit,2,
2381,Kieron Pollard,95,
2382,Austin Richards,1,
2383,Brenton Parchment,7,
2384,Patrick Browne,5,
2385,Sulieman Benn,30,
2386,Andre Fletcher,25,
2387,Shawn Findlay,8,
2388,Nikita Miller,27,
2389,Leon Johnson,6,
2390,Brendan Nash,7,
2391,Kemar Roach,54,
2392,Lionel Baker,4,
2393,Darren Bravo,103,
2394,Travis Dowlin,11,
2395,Nelon Pascal,1,
2396,Dale Richards,7,
2397,Devon Thomas,19,
2398,Gavin Tonge,4,
2399,Kieran Powell,44,
2400,Chadwick Walton,8,
2401,Royston Crandon,1,
2402,Adrian Barath,14,
2403,Andre Russell,44,
2404,Devendra Bishoo,25,
2405,Kirk Edwards,16,
2406,Anthony Martin,6,
2407,Danza Hyatt,9,
2408,Carlos Brathwaite,29,
2409,Sunil Narine,45,
2410,Jason Mohammed,24,
2411,Johnson Charles,48,
2412,Veerasammy Permaul,4,
2413,Jason Holder,77,
2414,Miguel Cummins,3,
2415,Jonathan Carter,28,
2416,Sheldon Cottrell,7,
2417,Jermaine Blackwood,2,
2418,Shannon Gabriel,14,
2419,Kraigg Brathwaite,10,
2420,Alzarri Joseph,8,
2421,Evin Lewis,32,
2422,Shai Hope,50,
2423,Ashley Nurse,38,
2424,Rovman Powell,31,
2425,Roston Chase,12,
2426,Kyle Hope,6,
2427,Kesrick Williams,5,
2428,Sunil Ambris,5,
2429,Ronsford Beaton,2,
2430,Shimron Hetmyer,24,
2431,Keemo Paul,9,
2432,Chandrapaul Hemraj,6,
2433,Oshane Thomas,3,
2434,Obed McCoy,1,
2435,Fabian Allen,6,
2436,John Campbell,5,
2437,Nicholas Pooran,1,
2438,Shane Dowrich,1,
2439,Raymon Reifer,1,
2440,Iain Butchart,16,
2441,Kevin Curran,11,
2442,Duncan Fletcher,6,
2443,Jack Heron,6,
2444,Vince Hogg,1,
2445,David Houghton,60,
2446,Ali Shah,28,
2447,Grant Paterson,10,
2448,Andy Pycroft,19,
2449,Peter Rawson,8,
2450,John Traicos,17,
2451,Robin Brown,7,
2452,Gerald Peckover,3,
2453,Eddo Brandes,41,
2454,Andy Waller,38,
2455,Malcolm Jarvis,5,
2456,Kevin Arnott,12,
2457,Babu Meman,1,
2458,Kevin Duers,2,
2459,Andy Flower,208,
2460,Wayne James,8,
2461,Alistair Campbell,184,
2462,Mark Burmester,7,
2463,David Brain,18,
2464,Gary Crocker,5,
2465,Craig Evans,47,
2466,Grant Flower,212,
2467,Mark Dekker,22,
2468,Stephen Peall,15,
2469,Eboo Essop-Adam,1,
2470,Ujesh Ranchod,1,
2471,Gavin Briant,5,
2472,John Rennie,27,
2473,Heath Streak,157,
2474,Guy Whittall,142,
2475,Glen Bruk-Jackson,1,
2476,Gary Martin,4,
2477,Paul Strang,73,
2478,Stuart Carlisle,107,
2479,Bryan Strang,26,
2480,Henry Olonga,27,
2481,Sean Davies,4,
2482,Charlie Lock,3,
2483,Craig Wishart,82,
2484,Andy Whittall,35,
2485,Gary Brent,54,
2486,Gavin Rennie,37,
2487,Pommie Mbangwa,13,
2488,Everton Matambanadzo,5,
2489,Dirk Viljoen,43,
2490,Adam Huckle,8,
2491,Murray Goodwin,70,
2492,Trevor Madondo,13,
2493,Mluleki Nkala,35,
2494,Neil Johnson,48,
2495,Andy Blignaut,41,
2496,David Mutendera,4,
2497,Brian Murphy,17,
2498,Travis Friend,39,
2499,Dougie Marillier,41,
2500,Mark Vermeulen,43,
2501,Angus Mackay,0,
2502,Dion Ebrahim,76,
2503,Tatenda Taibu,136,
2504,Hamilton Masakadza,203,
2505,Douglas Hondo,29,
2506,Sean Ervine,34,
2507,Trevor Gripper,8,
2508,Ray Price,59,
2509,Stuart Matsikenyeri,110,
2510,Barney Rogers,15,
2511,Richard Sims,2,
2512,Waddington Mwayenga,2,
2513,Charles Coventry,35,
2514,Vusi Sibanda,124,
2515,Alester Maregwede,11,
2516,Blessing Mahwire,19,
2517,Elton Chigumbura,195,
2518,Tinashe Panyangara,49,
2519,Brendan Taylor,187,
2520,Prosper Utseya,132,
2521,Tawanda Mupariwa,32,
2522,Ed Rainsford,23,
2523,Christopher Mpofu,39,
2524,Gavin Ewing,7,
2525,Sean Williams,122,
2526,Anthony Ireland,13,
2527,Chamu Chibhabha,103,
2528,Keith Dabengwa,34,
2529,Terry Duffin,23,
2530,Keegan Meth,8,
2531,Piet Rinke,18,
2532,Gregory Strydom,10,
2533,Ryan Higgins,8,
2534,Tafadzwa Mufambisi,6,
2535,Tafadzwa Kamungozi,11,
2536,Tino Mawoyo,7,
2537,Friday Kasteni,3,
2538,Timycen Maruma,18,
2539,Cephas Zhuwao,9,
2540,Regis Chakabva,35,
2541,Malcolm Waller,72,
2542,Graeme Cremer,71,
2543,Forster Mutizwa,15,
2544,Kyle Jarvis,29,
2545,Trevor Garwe,0,
2546,Greg Lamb,14,
2547,Shingirai Masakadza,11,
2548,Craig Ervine,85,
2549,Ian Nicolson,2,
2550,Brian Vitori,14,
2551,Natsai M'shangwe,6,
2552,Njabulo Ncube,1,
2553,Tendai Chatara,41,
2554,Tinotenda Mutombodzi,10,
2555,Sikandar Raza,88,
2556,Michael Chinouya,2,
2557,Donald Tiripano,18,
2558,Richmond Mutumbami,29,
2559,Luke Jongwe,19,
2560,Neville Madziva,12,
2561,John Nyumbu,14,
2562,Solomon Mire,43,
2563,Peter Moor,42,
2564,Roy Kaia,0,
2565,Brian Chari,11,
2566,Wellington Masakadza,10,
2567,Taurai Muzarabani,7,
2568,Tendai Chisoro,15,
2569,Carl Mumba,2,
2570,Tarisai Musakanda,15,
2571,Ryan Burl,12,
2572,Richard Ngarava,6,
2573,Blessing Muzarabani,15,
2574,Ryan Murray,5,
2575,Liam Roche,2,
2576,Prince Masvaure,2,
2577,Tinashe Kamunhukamwe,2,
2578,Brandon Mavuta,5,
